number0,system_nam,owner_type,d_prin_cit,d_prin_cnt,d_fed_prim,d_populati,d_ttl_stor,d_pws_fed_,has_nmdwb_data,num_gw_facilities,has_gw_facilities_ind,num_sw_gu_facilities,num_sw_facilities,num_gu_facilities,has_sw_facilities_ind,has_gu_facilities_ind,surface_ground_facility_type,surf_wtr_ratio_if_spws,surf_wtr_pur_ratio_if_spws,grnd_wtr_udi_ratio_if_spws,grnd_wtr_udi_purch_if_spws,surface_pws,surface_ratio_if_spws,has_source_ratio_surface_pws,mhi_2010,has_mhi_data,has_drinking_water_data,ratio_pws_mhi_over_state_mhi,disadvantage_status_type,total_intakes,sw_intakes,gw_intakes,gu_intakes,total_gu_sw_intakes,alternative_intakes,impacted_sw_intakes,impacted_gu_intakes,impacted_gu_sw_water_intakes,ratio_impacted_gu_sw_over_all,ratio_gu_sw_impacted_over_gu_sw,has_surface_intake_geo_info,seller_number0_1,seller_system_name_1,seller_pop_1,seller_number0_2,seller_system_name_2,seller_pop_2,surfacepurchaser_status,has_surfacepurchase_data,wotus2020_dwv_index,seller_wotus2020_dwv_index_1,seller_wotus2020_dwv_index_2,index_summary
NM3500624,LEE/HAMMOND WATER TREATMENT PLANT CO-OP,P,BLOOMFIELD,SAN JUAN,SW,0.0,500000.0,C,Yes,0.0,0.0,2.0,2.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,,No,Yes,,,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,,,,,,,,No,6.0,,,Direct Impact with No Alternative Sources of Water
NM3500625,GONZALES RANCH MDWCA,L,GONZALES RANCH,SAN MIGUEL,GW,114.0,53000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,31134,Yes,Yes,.6478287,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500626,LAS CAMPANAS WATER SYSTEM,P,SANTA FE,SANTA FE,SWP,1495.0,1250000.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,,,,,0.0,,1.0,97328.39999999991,Yes,Yes,2.0251858,Non-Disadvantaged,,,,,,,,,,,,0.0,NM3505126,SANTA FE WATER SYSTEM (CITY OF),78247.0,,,,A,Yes,2.0,2.0,,Direct Impact with Alternative Sources of Water
NM3500628,UNM SEVILLETA FIELD STATION,S,SOCORRO,SOCORRO,GW,32.0,50000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500629,EL RANCHO MHP TAOS,P,EL PRADO,TAOS,GW,72.0,0.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,36764,Yes,Yes,.76497638,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500701,FOX HILLS WATER USERS ASSOC,P,SANDIA PARK,BERNALILLO,GW,69.0,20000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,95194,Yes,Yes,1.9807737,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500702,GLENWOOD ADMINISTRATIVE SITE - USFS,F,GLENWOOD,CATRON,GW,40.0,20000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500704,PHILMONT SCOUT RANCH - RICH CABINS OC,P,,COLFAX,GW,50.0,2200.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500707,LA UNION MW&SA,L,ANTHONY,DONA ANA,GW,987.0,275000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,47255.5,Yes,Yes,.98328096,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500708,R AND P RV PARK,P,ARTESIA,EDDY,GW,238.0,3000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500721,RIO EMBUDO MDWCA,L,DIXON,RIO ARRIBA,GW,172.0,45000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,26250,Yes,Yes,.54620361,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500725,TRES LAGUNAS HOME OWNERS ASSOCIATION,P,PECOS,SAN MIGUEL,GU,52.0,11250.0,NC,Yes,0.0,0.0,2.0,0.0,2.0,0.0,1.0,Surface,0.0,0.0,100.0,0.0,1.0,100.0,1.0,35019,Yes,Yes,.72866684,Severely Disadvantaged,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,No,7.0,,,Direct Impact Non-Community Water System
NM3500728,EMRTC WATER SYSTEM,S,SOCORRO,SOCORRO,GWP,335.0,100000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500732,MAEZ WATER SOURCES & DRILLING,P,PERALTA,VALENCIA,GW,50.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500801,OAKLAND HEIGHTS HOMEOWNERS ASSOCIATION,P,ALBUQUERQUE,BERNALILLO,GW,26.0,10000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,109127,Yes,Yes,2.2706881,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500803,LEPRINO FOODS,P,ROSWELL,CHAVES,GW,150.0,480000.0,NTNC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500807,CHAMBERINO MDWC & SA,L,CHAMBERINO,DONA ANA,GW,509.0,100000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,44583,Yes,Yes,.92767221,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500817,EL SABINO STORE,P,GALLUP,MCKINLEY,GW,150.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500821,CAPULIN MDWCA,L,CAPULIN,RIO ARRIBA,GW,203.0,32000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32433.3,Yes,Yes,.67486423,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500825,UNITED WORLD COLLEGE,P,MONTEZUMA,SAN MIGUEL,SWP,350.0,1000000.0,NTNC,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,NM3518025,LAS VEGAS (CITY OF),18044.0,,,,A,Yes,4.0,4.0,,Direct Impact Non-Community Water System
NM3500826,SANTA FE COUNTY SOUTH SECTOR,L,SANTA FE,SANTA FE,SWP,7000.0,1500000.0,C,Yes,0.0,0.0,4.0,4.0,0.0,1.0,0.0,Surface,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,NM3502826,BUCKMAN REGIONAL WATER TREATMENT PLANT,0.0,NM3505126,SANTA FE WATER SYSTEM (CITY OF),78247.0,A,Yes,2.0,6.0,2.0,Direct Impact with Alternative Sources of Water
NM3500828,SOCORRO COUNTY WATER HAULER,L,SOCORRO,SOCORRO,GWP,100.0,6000.0,NC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500832,VALENCIA GIANT 6033,P,LOS LUNAS,VALENCIA,GW,200.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500901,VISTA BONITA WATER COOP,P,ALBUQUERQUE,BERNALILLO,GW,38.0,18000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,95194,Yes,Yes,1.9807737,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500902,SPRING CANYON RANCH,P,QUEMADO,CATRON,GW,78.0,111000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,42480,Yes,Yes,.88391352,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500904,VAL VERDE 5 PROPERTY OWNERS ASSOCIATION,P,ANGEL FIRE,COLFAX,GW,100.0,20000.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41074,Yes,Yes,.85465783,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500907,ARDOVINOS DESERT CROSSING,P,SUNLAND PARK,DONA ANA,GW,25.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500913,COWBOY JUNCTION CHURCH,P,HOBBS,LEA,GW,950.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500914,THE RIVERBEND,P,RUIDOSO DOWNS,LINCOLN,GW,75.0,320.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41794,Yes,Yes,.8696394,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500917,"PILOT TRAVEL CENTERS, LLC #305",P,JAMESTOWN,MCKINLEY,GWP,4000.0,80000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500919,OROGRANDE BASE CAMP,F,OROGRANDE,OTERO,GWP,10.0,401700.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500921,CEBOLLA MDWCA,L,CEBOLLA,RIO ARRIBA,GW,350.0,85000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,30585,Yes,Yes,.63640523,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500923,ORCHARD ESTATES FLMDWC & SW,L,CORRALES,SANDOVAL,GW,40.0,0.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,84355,Yes,Yes,1.7552383,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3500924,HYDRO PURE TECHNOLOGY INC.,P,AZTEC,SAN JUAN,SWP,25.0,13550.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,NM3509824,AZTEC DOMESTIC WATER SYSTEM,5960.0,,,,A,Yes,6.0,6.0,,Direct Impact with No Alternative Sources of Water
NM3500926,SANTA FE COUNTY WEST SECTOR,L,SANTA FE,SANTA FE,SWP,2690.0,0.0,C,Yes,0.0,0.0,4.0,4.0,0.0,1.0,0.0,Surface,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,NM3502826,BUCKMAN REGIONAL WATER TREATMENT PLANT,0.0,NM3505126,SANTA FE WATER SYSTEM (CITY OF),78247.0,A,Yes,2.0,6.0,2.0,Direct Impact with Alternative Sources of Water
NM3500930,CARLOS LUCERO SUBDIVISION,P,,TORRANCE,GW,70.0,2900.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,35757,Yes,Yes,.74402297,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501001,SUNSET HILLS ESTATES HOA,P,ALBUQUERQUE,BERNALILLO,GW,76.0,42500.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,114385,Yes,Yes,2.3800952,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501007,DONA ANA RANGE CAMP-FEDERAL FACILITY,F,CHAPARRAL,DONA ANA,GW,30.0,350000.0,NC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501009,MIMBRES ADMINISTRATIVE SITE - USFS,F,MIMBRES,GRANT,GW,30.0,20000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501013,URENCO USA,P,EUNICE,LEA,GWP,400.0,50000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501014,EAGLE CREEK SHELL CONVENIENCE STORE,P,ALTO,LINCOLN,GW,800.0,4000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501019,MCGREGOR RANGE CAMP,F,OROGRANDE,OTERO,SWP,200.0,750000.0,NTNC,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,0.0,,,,A,Yes,,,,
NM3501021,CHAMA WATER SYSTEM,L,CHAMA,RIO ARRIBA,SW,1573.0,950000.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,30585,Yes,Yes,.63640523,Severely Disadvantaged,3.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,No,7.0,,,Direct Impact with No Alternative Sources of Water
NM3501024,PINE RIVER MDCA,L,NAVAJO DAM,SAN JUAN,GU,44.0,1200.0,C,Yes,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Surface,0.0,0.0,100.0,0.0,1.0,100.0,1.0,48125,Yes,Yes,1.0013733,Non-Disadvantaged,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,No,5.0,,,Direct Impact with No Alternative Sources of Water
NM3501027,SPACEPORT AMERICA,P,TRUTH OR CONSEQUENCES,SIERRA,GW,25.0,1300000.0,NTNC,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501029,ARROYOS DEL NORTE ELEMENTARY SCHOOL,L,ARROYO SECO,TAOS,GW,350.0,40000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501030,ABO RUINS SALINAS PUEBLO MISSIONS,F,MOUNTAINAIR,TORRANCE,GW,30.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501033,GRANTS KOA,P,GRANTS,CIBOLA,GW,180.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501101,MOUNTAINSIDE UNITED METHODIST,P,CEDAR CREST,BERNALILLO,GW,150.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501104,EAGLE NEST LAKE STATE PARK,S,EAGLE NEST,COLFAX,GW,100.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501113,WATER PROCESSING LLC WATER HAULING,P,HOBBS,LEA,GWP,99.0,0.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501114,HALLS RV PARK,P,RUIDOSO,LINCOLN,GW,50.0,0.0,NC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501117,JEM TRADING,P,VANDERWAGEN,MCKINLEY,GW,25.0,500.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501126,LA MARIPOSA MONTESSORI SCHOOL,L,SANTA FE,SANTA FE,GW,96.0,0.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501127,DAM SITE HISTORIC DISTRICT,L,ELEPHANT BUTTE,SIERRA,GWP,10.0,6600.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501129,LA LAMA MDWCA,L,QUESTA,TAOS,GW,45.0,10000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,37677.6,Yes,Yes,.78398633,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501201,VISTA DE MANANA,P,CEDAR CREST,BERNALILLO,GWP,63.0,20000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,87898,Yes,Yes,1.8289602,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501204,UU BAR,P,CIMARRON,COLFAX,GW,50.0,5400.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501207,MOONGATE WEST,L,ORGAN,DONA ANA,GW,8213.0,2500000.0,C,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,44499,Yes,Yes,.92592436,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501209,CALVARY CHAPEL,P,SILVER CITY,GRANT,GW,365.0,0.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501214,R AND R RV PARK,P,RUIDOSO,LINCOLN,GW,38.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501221,CORDOVA MDWCA,L,CORDOVA,RIO ARRIBA,GW,325.0,36000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,31136,Yes,Yes,.6478703,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501223,DESERT SKY MOUNTAIN WATER COOPERATIVE,P,PLACITAS,SANDOVAL,GW,187.0,170000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,67857,Yes,Yes,1.411952,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501225,LOWER COLONIAS MDWCA,L,PECOS,SAN MIGUEL,GW,40.0,5000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,35019,Yes,Yes,.72866684,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501227,NATIONAL RCS TEST FACILITY,F,TULAROSA,SIERRA,GW,33.0,5000.0,NTNC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501229,MONTE BELLO RV PARK,P,EL PRADO,TAOS,GW,10.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501232,HIGHLAND MEADOWS ESTATES MDWCA,L,LOS LUNAS,VALENCIA,GW,43.0,30000.0,C,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,37500,Yes,Yes,.7802909,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501304,PHILMONT SCOUT RANCH - RAYADO RIDGE OC,P,CIMARRON,COLFAX,GW,99.0,5875.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501309,HACHITA MDWCA,L,HACHITA,GRANT,GW,100.0,36000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,44412,Yes,Yes,.92411411,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501321,COYOTE MDWCA,L,COYOTE,RIO ARRIBA,GW,45.0,12000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32424.7,Yes,Yes,.6746853,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501323,ARTISAN CENTER OF CORRALES,P,CORRALES,SANDOVAL,GW,25.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501325,TENORIO TRAVELCENTER,P,,SAN MIGUEL,GW,250.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501326,MUNICIPAL RECREATION COMPLEX,L,SANTA FE,SANTA FE,GW,1500.0,6000.0,NC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501327,SOUTHWEST TINY HOMES AND RV PARK,P,CABALLO,SIERRA,GW,43.0,0.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32482,Yes,Yes,.67587757,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501332,SPA AND CUISINE,P,LOS LUNAS,VALENCIA,GW,45.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501401,FOREST MEADOW BAPTIST CHURCH,P,TIJERAS,BERNALILLO,GW,150.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501404,PHILMONT SCOUT RANCH - METCALF STATION,P,CIMARRON,COLFAX,GW,80.0,2250.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501419,BREWER,P,ALAMOGORDO,OTERO,GW,200.0,100.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501421,DIXON MDWCA,L,DIXON,RIO ARRIBA,GW,500.0,150000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,26250,Yes,Yes,.54620361,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501425,PENDARIES RV RESORT,P,ROCIADA,SAN MIGUEL,GWP,320.0,0.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3501427,TRUTH OR CONSEQUENCES MUNICIPAL AIRPORT,P,TRUTH OR CONSEQUENCES,SIERRA,GW,40.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
